Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos
816,Andy\'a0Parrino#\\parrian01,28,OAK,AL,21,51,46,4,7,3,0,1,3,0,0,3,14,.152,.216,.283,.498,42,13,1,1,0,1,0,6/475\
817,Curtis\'a0Partch\\partccu01,27,CIN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
818,Tyler\'a0Pastornicky\\pastoty01,24,ATL,NL,28,47,40,4,8,0,1,0,2,0,1,6,11,.200,.304,.250,.554,60,10,0,0,1,0,0,4\
819,Joe\'a0Paterson\\paterjo01,28,ARI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
820,Troy\'a0Patton#\\pattotr01,28,TOT,MLB,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
821,Xavier\'a0Paul*\\paulxa01,29,ARI,NL,14,21,20,2,2,0,0,0,0,0,0,1,8,.100,.143,.100,.243,-31,2,0,0,0,0,1,/7\
822,Felipe\'a0Paulino\\paulife01,30,CHW,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,0,0,0,/1\
823,Ben\'a0Paulsen*\\paulsbe01,26,COL,NL,31,66,63,8,20,4,0,4,10,0,0,2,19,.317,.348,.571,.920,138,36,1,1,0,0,1,3/9\
824,James\'a0Paxton*\\paxtoja01,25,SEA,AL,1,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
825,Brad\'a0Peacock\\peacobr01,26,HOU,AL,3,5,5,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
826,Steve\'a0Pearce\\pearcst01,31,BAL,AL,102,383,338,51,99,26,0,21,49,5,0,40,76,.293,.373,.556,.930,157,188,4,4,0,1,1,37/D9\
827,Jake\'a0Peavy\\peavyja01,33,TOT,MLB,11,24,23,1,0,0,0,0,0,0,0,0,14,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
828,Joc\'a0Pederson*\\pederjo01,22,LAD,NL,18,38,28,1,4,0,0,0,0,0,0,9,11,.143,.351,.143,.494,48,4,1,0,1,0,0,/897\
829,Dustin\'a0Pedroia\\pedrodu01,30,BOS,AL,135,609,551,72,153,33,0,7,53,6,6,51,75,.278,.337,.376,.712,99,207,14,1,0,6,1,*4\
830,Carlos\'a0Peguero*\\pegueca01,27,KCR,AL,4,10,9,1,2,1,0,0,1,0,0,1,5,.222,.300,.333,.633,77,3,0,0,0,0,0,/9\
831,Brayan\'a0Pena#\\penabr01,32,CIN,NL,115,372,348,23,88,18,1,5,26,2,3,20,42,.253,.291,.353,.645,80,123,8,0,1,3,2,32/D\
832,Carlos\'a0Pena*\\penaca01,36,TEX,AL,18,63,59,4,8,3,0,1,2,1,0,4,11,.136,.190,.237,.428,19,14,1,0,0,0,0,3\
833,Francisco\'a0Pena\\penafr01,24,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/2\
834,Ramiro\'a0Pena#\\penara02,28,ATL,NL,81,165,147,9,36,6,0,3,9,1,0,13,38,.245,.304,.347,.651,84,51,0,0,4,1,3,456\
835,Hunter\'a0Pence\\pencehu01,31,SFG,NL,162,708,650,106,180,29,10,20,74,13,6,52,130,.277,.332,.445,.777,121,289,13,3,0,3,3,*9/8\
836,Cliff\'a0Pennington#\\pennicl01,30,ARI,NL,68,201,177,21,45,5,3,2,10,6,1,20,36,.254,.340,.350,.690,93,62,1,3,1,0,0,64/5\
837,Brad\'a0Penny\\pennybr01,36,MIA,NL,8,8,6,1,2,1,0,0,0,0,0,0,3,.333,.333,.500,.833,130,3,0,0,2,0,0,/1\
838,David\'a0Peralta*\\peralda01,26,ARI,NL,88,348,329,40,94,12,9,8,36,6,3,16,60,.286,.320,.450,.770,112,148,9,1,1,1,0,978\
839,Jhonny\'a0Peralta\\peraljh01,32,STL,NL,157,628,560,61,147,38,0,21,75,3,2,58,112,.263,.336,.443,.779,117,248,19,6,0,4,2,*6/D\
840,Joel\'a0Peralta\\peraljo01,38,TBR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
841,Wily\'a0Peralta\\peralwi01,25,MIL,NL,29,68,57,4,3,2,0,0,3,0,0,2,24,.053,.083,.088,.171,-52,5,1,0,8,1,0,1\
842,Audry\'a0Perez\\perezau01,25,STL,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,\
843,Chris\'a0Perez\\perezch01,28,LAD,NL,46,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
844,Eury\'a0Perez\\perezeu01,24,NYY,AL,4,10,10,2,2,0,0,0,0,1,0,0,3,.200,.200,.200,.400,14,2,0,0,0,0,0,/89\
845,Hernan\'a0Perez\\perezhe01,23,DET,AL,8,6,5,1,1,0,0,0,0,0,0,1,1,.200,.333,.200,.533,56,1,0,0,0,0,0,/456\
846,Juan\'a0Perez\\perezju02,27,SFG,NL,61,109,100,13,17,7,0,1,3,0,1,5,25,.170,.224,.270,.494,41,27,3,2,2,0,0,78/9\
847,Martin\'a0Perez*\\perezma02,23,TEX,AL,1,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,/1\
848,Oliver\'a0Perez*\\perezol01,32,ARI,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
849,Roberto\'a0Perez\\perezro02,25,CLE,AL,29,95,85,10,23,5,0,1,4,0,0,5,26,.271,.311,.365,.676,89,31,2,0,5,0,0,2\
850,Salvador\'a0Perez\\perezsa02,24,KCR,AL,150,606,578,57,150,28,2,17,70,1,0,22,85,.260,.289,.403,.692,91,233,22,3,0,3,2,*2/D\
851,Glen\'a0Perkins*\\perkigl01,31,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
852,Vinnie\'a0Pestano\\pestavi01,29,TOT,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
853,Jace\'a0Peterson*\\peterja01,24,SDP,NL,27,58,53,3,6,0,0,0,0,2,0,2,18,.113,.161,.113,.274,-18,6,1,1,2,0,1,45\
854,Gregorio\'a0Petit\\petitgr01,29,HOU,AL,37,100,97,14,27,8,0,2,9,0,1,1,25,.278,.300,.423,.723,103,41,1,2,0,0,0,65/4D\
855,Yusmeiro\'a0Petit\\petityu01,29,SFG,NL,36,27,25,2,1,0,0,0,0,0,0,1,13,.040,.077,.040,.117,-65,1,0,0,1,0,0,1\
856,Jake\'a0Petricka\\petrija01,26,CHW,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
857,Jonathan\'a0Pettibone*\\pettijo02,23,PHI,NL,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
858,Tommy\'a0Pham\\phamth01,26,STL,NL,6,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/79\
859,Josh\'a0Phegley\\phegljo01,26,CHW,AL,11,38,37,4,8,2,0,3,7,0,0,0,11,.216,.211,.514,.724,100,19,0,0,0,1,0,2\
860,Cord\'a0Phelps#\\phelpco01,27,BAL,AL,3,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,0,0,0,\
861,David\'a0Phelps\\phelpda01,27,NYY,AL,2,5,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
862,Brandon\'a0Phillips\\phillbr01,33,CIN,NL,121,499,462,44,123,25,0,8,51,2,3,23,74,.266,.306,.372,.678,90,172,13,6,2,6,1,*4\
863,A.J.\'a0Pierzynski*\\pierza.01,37,TOT,MLB,102,362,338,25,85,12,1,5,37,0,1,14,54,.251,.288,.337,.625,75,114,13,5,1,4,2,2/D\
864,Kevin\'a0Pillar\\pillake01,25,TOR,AL,53,122,116,19,31,9,0,2,7,1,2,4,28,.267,.295,.397,.692,95,46,3,1,0,1,0,78/9D\
865,Stolmy\'a0Pimentel\\pimenst01,24,PIT,NL,18,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
866,Josmil\'a0Pinto\\pintojo01,25,MIN,AL,57,197,169,25,37,8,0,7,18,0,1,24,50,.219,.315,.391,.705,98,66,7,1,0,3,0,2D\
867,Jose\'a0Pirela\\pireljo01,24,NYY,AL,7,25,24,6,8,1,2,0,3,0,0,1,4,.333,.360,.542,.902,152,13,1,0,0,0,0,/4D\
868,Trevor\'a0Plouffe\\plouftr01,28,MIN,AL,136,582,520,69,134,40,2,14,80,2,1,53,109,.258,.328,.423,.751,110,220,12,4,0,5,2,*5/D\
869,Gregory\'a0Polanco*\\polangr01,22,PIT,NL,89,312,277,50,65,9,0,7,33,14,5,30,59,.235,.307,.343,.650,84,95,1,0,2,2,1,9\
870,Jorge\'a0Polanco#\\polanjo01,20,MIN,AL,5,8,6,2,2,1,1,0,3,0,0,2,2,.333,.500,.833,1.333,268,5,0,0,0,0,0,/6\
871,A.J.\'a0Pollock\\polloaj01,26,ARI,NL,75,287,265,41,80,19,6,7,24,14,3,19,46,.302,.353,.498,.851,134,132,4,2,1,0,0,8/7\
872,Dalton\'a0Pompey#\\pompeda01,21,TOR,AL,17,43,39,5,9,1,2,1,4,1,0,4,12,.231,.302,.436,.738,107,17,0,0,0,0,0,/78D\
873,Rick\'a0Porcello\\porceri01,25,DET,AL,2,5,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
874,Aaron\'a0Poreda*\\poredaa01,27,TEX,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
875,Buster\'a0Posey\\poseybu01,27,SFG,NL,147,605,547,72,170,28,2,22,89,0,1,47,69,.311,.364,.490,.854,143,268,16,3,0,8,5,*23/D\
876,Martin\'a0Prado\\pradoma01,30,TOT,MLB,143,573,536,62,151,26,4,12,58,3,1,26,80,.282,.321,.412,.733,104,221,20,7,0,4,0,*54/97\
877,Alex\'a0Presley*\\preslal01,28,HOU,AL,89,271,254,22,62,6,1,6,19,5,1,13,44,.244,.281,.346,.628,77,88,3,1,1,2,0,789/D\
878,David\'a0Price*\\priceda01,28,TOT,AL,1,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
879,Jason\'a0Pridie*\\pridija01,30,COL,NL,2,4,4,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/79\
880,Yasiel\'a0Puig\\puigya01,23,LAD,NL,148,640,558,92,165,37,9,16,69,11,7,67,124,.296,.382,.480,.863,145,268,7,12,2,1,3,*98/D\
881,Albert\'a0Pujols\\pujolal01,34,LAA,AL,159,695,633,89,172,37,1,28,105,5,1,48,71,.272,.324,.466,.790,126,295,28,5,0,9,11,*3D/5\
882,Nick\'a0Punto#\\puntoni01,36,OAK,AL,73,224,198,21,41,7,2,2,14,3,1,25,56,.207,.296,.293,.589,70,58,5,0,1,0,0,46/5D9\
883,Luke\'a0Putkonen\\putkolu01,28,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
884,Zach\'a0Putnam\\putnaza01,26,CHW,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
885,J.J.\'a0Putz\\putzjj01,37,ARI,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
886,Kevin\'a0Quackenbush\\quackke01,25,SDP,NL,54,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
887,Chad\'a0Qualls\\quallch01,35,HOU,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
888,Carlos\'a0Quentin\\quentca01,31,SDP,NL,50,155,130,9,23,6,0,4,18,0,0,17,33,.177,.284,.315,.599,74,41,5,4,0,4,0,7/D\
889,Jose\'a0Quintana\\quintjo01,25,CHW,AL,4,10,9,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
890,Omar\'a0Quintanilla*\\quintom01,32,NYM,NL,15,31,29,2,6,1,0,0,3,0,0,2,5,.207,.258,.241,.499,45,7,1,0,0,0,0,6/4\
891,Humberto\'a0Quintero\\quinthu01,34,SEA,AL,3,2,2,0,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2\
892,Guillermo\'a0Quiroz\\quirogu01,32,SFG,NL,2,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2\
893,Ryan\'a0Raburn\\raburry01,33,CLE,AL,74,212,195,18,39,7,0,4,22,0,0,13,51,.200,.250,.297,.547,53,58,8,1,0,3,1,D97/3\
894,Alexei\'a0Ramirez\\ramiral03,32,CHW,AL,158,657,622,82,170,35,2,15,74,21,4,24,81,.273,.305,.408,.713,103,254,21,6,1,4,0,*6\
895,Aramis\'a0Ramirez\\ramirar01,36,MIL,NL,133,531,494,47,141,23,1,15,66,3,0,21,75,.285,.330,.427,.757,108,211,18,13,0,3,2,*5/D\
896,Erasmo\'a0Ramirez\\ramirer02,24,SEA,AL,2,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
897,Hanley\'a0Ramirez\\ramirha01,30,LAD,NL,128,512,449,64,127,35,0,13,71,14,5,56,84,.283,.369,.448,.817,132,201,10,6,0,1,2,*6/D\
898,Jose\'a0Ramirez#\\ramirjo01,21,CLE,AL,68,266,237,27,62,10,2,2,17,10,1,13,35,.262,.300,.346,.646,81,82,3,1,13,2,0,64/D\
899,Neil\'a0Ramirez\\ramirne01,25,CHC,NL,47,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
900,AJ\'a0Ramos\\ramosaj01,27,MIA,NL,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
901,Cesar\'a0Ramos*\\ramosce01,30,TBR,AL,4,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
902,Wilson\'a0Ramos\\ramoswi01,26,WSN,NL,88,361,341,32,91,12,0,11,47,0,0,17,57,.267,.299,.399,.698,91,136,17,0,0,3,2,2/D\
903,Anthony\'a0Ranaudo\\ranauan01,24,BOS,AL,2,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
904,Colby\'a0Rasmus*\\rasmuco01,27,TOR,AL,104,376,346,45,78,21,1,18,40,4,0,29,124,.225,.287,.448,.735,105,155,1,1,0,0,2,8/D\
905,Cory\'a0Rasmus\\rasmuco02,26,LAA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
906,Rob\'a0Rasmussen\\rasmuro01,25,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
907,Robbie\'a0Ray*\\rayro02,22,DET,AL,1,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,184,1,0,0,0,0,0,/1\
908,J.T.\'a0Realmuto\\realmjt01,23,MIA,NL,11,30,29,4,7,1,1,0,9,0,0,1,8,.241,.267,.345,.611,70,10,2,0,0,0,0,/2\
909,Anthony\'a0Recker\\reckean01,30,NYM,NL,58,189,174,18,35,9,0,7,27,1,1,10,64,.201,.246,.374,.620,76,65,2,1,2,2,0,2\
910,Josh\'a0Reddick*\\reddijo01,27,OAK,AL,109,396,363,53,96,16,7,12,54,1,1,28,63,.264,.316,.446,.763,116,162,3,1,0,3,0,9/8\
911,Todd\'a0Redmond\\redmoto01,29,TOR,AL,3,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
912,Addison\'a0Reed*\\reedad01,25,ARI,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
913,Evan\'a0Reed\\reedev01,28,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
914,Nolan\'a0Reimold\\reimono01,30,TOT,MLB,29,78,69,5,16,5,0,3,13,1,0,6,32,.232,.282,.435,.717,99,30,0,0,0,3,0,D9/7\
915,Anthony\'a0Rendon\\rendoan01,24,WSN,NL,153,683,613,111,176,39,6,21,83,17,3,58,104,.287,.351,.473,.824,125,290,11,5,2,5,2,*54\
916,Ben\'a0Revere*\\reverbe01,26,PHI,NL,151,626,601,71,184,13,7,2,28,49,8,13,49,.306,.325,.361,.686,92,217,11,4,7,1,1,*8\
917,Jose\'a0Reyes#\\reyesjo01,31,TOR,AL,143,655,610,94,175,33,4,9,51,30,2,38,73,.287,.328,.398,.726,105,243,4,1,2,4,1,*6\
918,Mark\'a0Reynolds\\reynoma01,30,MIL,NL,130,433,378,47,74,9,0,22,45,5,1,47,122,.196,.287,.394,.681,87,149,8,3,1,4,3,35/9\
919,Scott\'a0Rice*\\ricesc01,32,NYM,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
920,Garrett\'a0Richards\\richaga01,26,LAA,AL,4,11,11,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,1,0,0,0,0,1\
921,Antoan\'a0Richardson#\\richaan01,30,NYY,AL,13,17,16,2,5,0,0,0,1,5,0,1,3,.313,.353,.313,.665,91,5,0,0,0,0,0,/98D\
922,Andre\'a0Rienzo\\rienzan01,25,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
923,Alex\'a0Rios\\riosal01,33,TEX,AL,131,521,492,54,138,30,8,4,54,17,9,23,93,.280,.311,.398,.709,97,196,19,1,0,5,3,*9D\
